NCD_id,NCD_vrsn_num,bnft_ctgry_cd,creatd_tmstmp,last_updt_tmstmp
280,2,35,2024-12-02 18:19:39,2024-12-02 18:19:39
280,2,52,2024-12-02 18:19:39,2024-12-02 18:19:39
281,7,13,2025-09-30 17:18:46,2025-09-30 17:18:46
283,2,33,2023-08-16 12:32:46,2023-08-16 12:32:46
283,2,35,2023-08-16 12:32:46,2023-08-16 12:32:46
283,2,52,2023-08-16 12:32:46,2023-08-16 12:32:46
284,2,33,2023-08-16 12:33:19,2023-08-16 12:33:19
284,2,35,2023-08-16 12:33:19,2023-08-16 12:33:19
284,2,52,2023-08-16 12:33:19,2023-08-16 12:33:19
285,1,33,2023-08-17 17:45:11,2023-08-17 17:45:11
285,1,35,2023-08-17 17:45:11,2023-08-17 17:45:11
285,1,52,2023-08-17 17:45:11,2023-08-17 17:45:11
286,1,35,2024-12-02 13:33:47,2024-12-02 13:33:47
286,1,52,2024-12-02 13:33:47,2024-12-02 13:33:47
287,3,20,2024-06-06 18:02:58,2024-06-06 18:02:58
287,3,52,2024-06-06 18:02:58,2024-06-06 18:02:58
288,3,20,2023-08-16 17:54:54,2023-08-16 17:54:54
291,1,33,2025-12-09 13:44:27,2025-12-09 13:44:27
292,2,20,2024-02-27 14:26:02,2024-02-27 14:26:02
293,3,20,2024-06-07 10:33:35,2024-06-07 10:33:35
294,1,20,2022-10-04 14:55:18,2022-10-04 14:55:18
295,3,20,2024-06-07 10:31:13,2024-06-07 10:31:13
296,3,20,2024-06-06 18:10:20,2024-06-06 18:10:20
297,3,20,2024-06-07 10:32:01,2024-06-07 10:32:01
298,1,20,2023-08-17 17:52:38,2023-08-17 17:52:38
299,3,20,2024-06-07 10:32:49,2024-06-07 10:32:49
300,3,20,2024-06-07 10:36:20,2024-06-07 10:36:20
301,3,20,2024-06-07 10:35:31,2024-06-07 10:35:31
302,3,20,2024-06-07 10:38:30,2024-06-07 10:38:30
303,3,20,2024-06-07 10:37:40,2024-06-07 10:37:40
304,3,20,2024-06-07 10:37:00,2024-06-07 10:37:00
305,3,20,2024-06-07 10:34:13,2024-06-07 10:34:13
306,3,33,2024-06-06 11:01:18,2024-06-06 11:01:18
306,3,35,2024-06-06 11:01:18,2024-06-06 11:01:18
308,3,12,2024-06-06 13:25:15,2024-06-06 13:25:15
308,3,33,2024-06-06 13:25:15,2024-06-06 13:25:15
308,3,46,2024-06-06 13:25:15,2024-06-06 13:25:15
308,3,52,2024-06-06 13:25:15,2024-06-06 13:25:15
308,3,59,2024-06-06 13:25:15,2024-06-06 13:25:15
308,3,61,2024-06-06 13:25:15,2024-06-06 13:25:15
309,2,43,2026-02-06 20:48:48,2026-02-06 20:48:48
310,3,20,2024-12-03 13:10:25,2024-12-03 13:10:25
311,1,33,2015-10-02 09:01:32,2015-10-02 09:01:32
311,1,35,2015-10-02 09:01:32,2015-10-02 09:01:32
312,1,23,2021-02-01 12:15:52,2021-02-01 12:15:52
313,2,35,2024-02-27 13:39:43,2024-02-27 13:39:43
313,2,52,2024-02-27 13:39:43,2024-02-27 13:39:43
314,1,20,2024-12-02 11:40:26,2024-12-02 11:40:26
315,1,23,2024-12-02 13:13:27,2024-12-02 13:13:27
317,1,23,2020-06-11 16:59:41,2020-06-11 16:59:41
319,1,33,2022-03-17 15:16:29,2022-03-17 15:16:29
319,1,35,2022-03-17 15:16:29,2022-03-17 15:16:29
320,1,0,2021-04-02 14:53:58,2021-04-02 14:53:58
321,1,23,2015-10-02 08:59:44,2015-10-02 08:59:44
322,1,22,2026-02-10 19:46:12,2026-02-10 19:46:12
323,3,20,2024-06-07 10:34:48,2024-06-07 10:34:48
324,1,52,2022-10-04 18:13:35,2022-10-04 18:13:35
325,1,20,2015-09-30 08:06:22,2015-09-30 08:06:22
326,3,52,2024-06-06 10:42:30,2024-06-06 10:42:30
327,1,20,2023-08-16 18:18:34,2023-08-16 18:18:34
327,1,27,2023-08-16 18:18:34,2023-08-16 18:18:34
327,1,30,2023-08-16 18:18:34,2023-08-16 18:18:34
327,1,35,2023-08-16 18:18:34,2023-08-16 18:18:34
327,1,46,2023-08-16 18:18:34,2023-08-16 18:18:34
327,1,52,2023-08-16 18:18:34,2023-08-16 18:18:34
327,1,61,2023-08-16 18:18:34,2023-08-16 18:18:34
327,1,68,2023-08-16 18:18:34,2023-08-16 18:18:34
328,1,20,2024-12-02 15:13:44,2024-12-02 15:13:44
328,1,27,2024-12-02 15:13:44,2024-12-02 15:13:44
328,1,30,2024-12-02 15:13:44,2024-12-02 15:13:44
328,1,35,2024-12-02 15:13:44,2024-12-02 15:13:44
328,1,46,2024-12-02 15:13:44,2024-12-02 15:13:44
328,1,52,2024-12-02 15:13:44,2024-12-02 15:13:44
328,1,61,2024-12-02 15:13:44,2024-12-02 15:13:44
328,1,68,2024-12-02 15:13:44,2024-12-02 15:13:44
329,1,20,2023-08-16 18:16:41,2023-08-16 18:16:41
329,1,27,2023-08-16 18:16:41,2023-08-16 18:16:41
329,1,30,2023-08-16 18:16:41,2023-08-16 18:16:41
329,1,33,2023-08-16 18:16:41,2023-08-16 18:16:41
329,1,35,2023-08-16 18:16:41,2023-08-16 18:16:41
329,1,46,2023-08-16 18:16:41,2023-08-16 18:16:41
329,1,52,2023-08-16 18:16:41,2023-08-16 18:16:41
329,1,61,2023-08-16 18:16:41,2023-08-16 18:16:41
329,1,68,2023-08-16 18:16:41,2023-08-16 18:16:41
330,1,20,2023-11-17 14:19:42,2023-11-17 14:19:42
331,4,20,2026-02-06 20:53:01,2026-02-06 20:53:01
333,1,18,2023-08-16 17:35:03,2023-08-16 17:35:03
334,1,20,2023-08-16 16:57:10,2023-08-16 16:57:10
334,1,22,2023-08-16 16:57:10,2023-08-16 16:57:10
334,1,52,2023-08-16 16:57:10,2023-08-16 16:57:10
335,2,73,2023-11-17 13:34:36,2023-11-17 13:34:36
336,2,20,2024-02-27 14:31:04,2024-02-27 14:31:04
337,1,52,2024-07-25 14:09:33,2024-07-25 14:09:33
338,1,52,2025-09-09 20:29:18,2025-09-09 20:29:18
339,1,76,2024-12-02 13:27:06,2024-12-02 13:27:06
340,1,76,2024-12-02 15:17:09,2024-12-02 15:17:09
341,1,76,2024-12-02 14:00:46,2024-12-02 14:00:46
342,2,73,2025-07-30 18:21:44,2025-07-30 18:21:44
343,3,23,2024-06-07 11:19:01,2024-06-07 11:19:01
344,1,46,2024-02-27 11:56:07,2024-02-27 11:56:07
344,1,52,2024-02-27 11:56:07,2024-02-27 11:56:07
345,1,46,2022-03-17 17:54:34,2022-03-17 17:54:34
346,1,73,2015-09-25 12:31:10,2015-09-25 12:31:10
347,1,73,2024-12-02 14:56:22,2024-12-02 14:56:22
348,1,73,2024-12-02 13:24:32,2024-12-02 13:24:32
349,2,52,2025-04-08 12:12:24,2025-04-08 12:12:24
350,2,22,2025-04-08 12:15:12,2025-04-08 12:15:12
351,2,18,2024-06-07 11:10:03,2024-06-07 11:10:03
352,1,73,2026-02-06 20:39:04,2026-02-06 20:39:04
353,1,73,2024-12-02 13:25:33,2024-12-02 13:25:33
354,1,23,2026-02-10 19:44:57,2026-02-10 19:44:57
355,2,35,2023-08-16 12:37:38,2023-08-16 12:37:38
355,2,52,2023-08-16 12:37:38,2023-08-16 12:37:38
356,2,20,2025-11-19 19:10:24,2025-11-19 19:10:24
357,2,35,2024-12-02 18:56:54,2024-12-02 18:56:54
357,2,52,2024-12-02 18:56:54,2024-12-02 18:56:54
357,2,58,2024-12-02 18:56:54,2024-12-02 18:56:54
358,2,46,2026-02-06 20:41:45,2026-02-06 20:41:45
358,2,52,2026-02-06 20:41:45,2026-02-06 20:41:45
359,1,74,2022-06-24 11:32:52,2022-06-24 11:32:52
360,2,35,2025-07-30 18:24:00,2025-07-30 18:24:00
360,2,58,2025-07-30 18:24:00,2025-07-30 18:24:00
361,1,73,2025-07-30 18:27:15,2025-07-30 18:27:15
362,1,76,2024-01-08 14:47:52,2024-01-08 14:47:52
363,3,35,2024-08-02 18:10:03,2024-08-02 18:10:03
363,3,52,2024-08-02 18:10:03,2024-08-02 18:10:03
364,2,73,2023-10-03 10:02:20,2023-10-03 10:02:20
365,1,73,2020-06-17 12:17:50,2020-06-17 12:17:50
366,2,35,2025-10-27 13:16:46,2025-10-27 13:16:46
366,2,52,2025-10-27 13:16:46,2025-10-27 13:16:46
367,1,35,2024-12-02 14:17:26,2024-12-02 14:17:26
367,1,52,2024-12-02 14:17:26,2024-12-02 14:17:26
368,1,52,2019-10-25 12:23:52,2019-10-25 12:23:52
369,1,73,2024-12-02 14:59:27,2024-12-02 14:59:27
370,1,35,2021-03-04 11:52:04,2021-03-04 11:52:04
370,1,52,2021-03-04 11:52:04,2021-03-04 11:52:04
370,1,58,2021-03-04 11:52:04,2021-03-04 11:52:04
371,1,33,2023-08-16 12:44:34,2023-08-16 12:44:34
371,1,46,2023-08-16 12:44:34,2023-08-16 12:44:34
371,1,52,2023-08-16 12:44:34,2023-08-16 12:44:34
372,2,18,2026-02-06 20:43:57,2026-02-06 20:43:57
372,2,19,2026-02-06 20:43:57,2026-02-06 20:43:57
372,2,20,2026-02-06 20:43:57,2026-02-06 20:43:57
373,1,33,2024-10-28 18:24:04,2024-10-28 18:24:04
373,1,35,2024-10-28 18:24:04,2024-10-28 18:24:04
373,1,52,2024-10-28 18:24:04,2024-10-28 18:24:04
374,1,22,2025-07-30 18:19:30,2025-07-30 18:19:30
374,1,35,2025-07-30 18:19:30,2025-07-30 18:19:30
375,1,22,2024-12-02 13:56:15,2024-12-02 13:56:15
376,1,23,2024-09-04 10:51:05,2024-09-04 10:51:05
377,1,73,2025-09-30 17:20:41,2025-09-30 17:20:41
378,1,35,2025-05-27 13:38:49,2025-05-27 13:38:49
378,1,46,2025-05-27 13:38:50,2025-05-27 13:38:50
378,1,52,2025-05-27 13:38:50,2025-05-27 13:38:50
379,1,35,2025-09-23 15:11:32,2025-09-23 15:11:32
380,1,23,2026-01-30 20:22:16,2026-01-30 20:22:16
381,1,35,2025-08-22 15:15:59,2025-08-22 15:15:59
381,1,52,2025-08-22 15:15:59,2025-08-22 15:15:59
382,1,2,2025-12-15 14:28:15,2025-12-15 14:28:15
382,1,33,2025-12-15 14:28:15,2025-12-15 14:28:15
382,1,46,2025-12-15 14:28:15,2025-12-15 14:28:15
382,1,52,2025-12-15 14:28:15,2025-12-15 14:28:15
383,1,46,2026-01-05 18:26:09,2026-01-05 18:26:09
383,1,52,2026-01-05 18:26:09,2026-01-05 18:26:09
383,1,58,2026-01-05 18:26:09,2026-01-05 18:26:09
